Date,Open,High,Low,Close,Adj Close,Volume
2021-10-14,18272.849609375,18350.75,18248.69921875,18338.55078125,18338.55078125,538700
2021-10-18,18500.099609375,18543.150390625,18445.30078125,18477.05078125,18477.05078125,469900
2021-10-19,18602.349609375,18604.44921875,18377.69921875,18418.75,18418.75,368200
2021-10-20,18439.900390625,18458.30078125,18209.349609375,18266.599609375,18266.599609375,371300
2021-10-21,18382.69921875,18384.19921875,18048.0,18178.099609375,18178.099609375,365900
2021-10-22,18230.69921875,18314.25,18034.349609375,18114.900390625,18114.900390625,324700
2021-10-25,18229.5,18241.400390625,17968.5,18125.400390625,18125.400390625,418700
2021-10-26,18154.5,18310.44921875,18099.30078125,18268.400390625,18268.400390625,341400
2021-10-27,18295.849609375,18342.05078125,18167.900390625,18210.94921875,18210.94921875,335200
2021-10-28,18187.650390625,18190.69921875,17799.44921875,17857.25,17857.25,374200
2021-10-29,17833.05078125,17915.849609375,17613.099609375,17671.650390625,17671.650390625,336500
2021-11-01,17783.150390625,17954.099609375,17697.099609375,17929.650390625,17929.650390625,281200
2021-11-02,17970.900390625,18012.25,17847.599609375,17888.94921875,17888.94921875,296400
2021-11-03,17947.94921875,17988.75,17757.94921875,17829.19921875,17829.19921875,331000
2021-11-04,17935.05078125,17947.55078125,17900.599609375,17916.80078125,17916.80078125,48500
2021-11-08,18040.19921875,18087.80078125,17836.099609375,18068.55078125,18068.55078125,338900
2021-11-09,18084.349609375,18112.599609375,17983.05078125,18044.25,18044.25,270200
2021-11-10,17973.44921875,18061.25,17915.0,18017.19921875,18017.19921875,261400
2021-11-11,17967.44921875,17971.349609375,17798.19921875,17873.599609375,17873.599609375,232100
2021-11-12,17977.599609375,18123.0,17905.900390625,18102.75,18102.75,249100
2021-11-15,18140.94921875,18210.150390625,18071.30078125,18109.44921875,18109.44921875,280400
2021-11-16,18127.05078125,18132.650390625,17958.80078125,17999.19921875,17999.19921875,267400
2021-11-17,17939.349609375,18022.650390625,17879.25,17898.650390625,17898.650390625,295700
2021-11-18,17890.55078125,17945.599609375,17688.5,17764.80078125,17764.80078125,278400
2021-11-22,17796.25,17805.25,17280.44921875,17416.55078125,17416.55078125,356400
2021-11-23,17281.75,17553.69921875,17216.099609375,17503.349609375,17503.349609375,308800
2021-11-24,17550.05078125,17600.599609375,17354.0,17415.05078125,17415.05078125,298100
2021-11-25,17417.30078125,17564.349609375,17351.69921875,17536.25,17536.25,255900
2021-11-26,17338.75,17355.400390625,16985.69921875,17026.44921875,17026.44921875,356300
2021-11-29,17055.80078125,17160.69921875,16782.400390625,17053.94921875,17053.94921875,348900
2021-11-30,17051.150390625,17324.650390625,16931.400390625,16983.19921875,16983.19921875,498000
2021-12-01,17104.400390625,17213.05078125,17064.25,17166.900390625,17166.900390625,295500
2021-12-02,17183.19921875,17420.349609375,17149.30078125,17401.650390625,17401.650390625,279900
2021-12-03,17424.900390625,17489.80078125,17180.80078125,17196.69921875,17196.69921875,292500
2021-12-06,17209.05078125,17216.75,16891.69921875,16912.25,16912.25,231700
2021-12-07,17044.099609375,17251.650390625,16987.75,17176.69921875,17176.69921875,254100
2021-12-08,17315.25,17484.599609375,17308.94921875,17469.75,17469.75,257800
2021-12-09,17524.400390625,17543.25,17379.599609375,17516.849609375,17516.849609375,237200
2021-12-10,17476.05078125,17534.349609375,17405.25,17511.30078125,17511.30078125,204500
2021-12-13,17619.099609375,17639.5,17355.94921875,17368.25,17368.25,256600
2021-12-14,17283.19921875,17376.19921875,17225.80078125,17324.900390625,17324.900390625,271000
2021-12-15,17323.650390625,17351.19921875,17192.19921875,17221.400390625,17221.400390625,215000
2021-12-16,17373.0,17379.349609375,17184.94921875,17248.400390625,17248.400390625,219500
2021-12-17,17276.0,17298.150390625,16966.44921875,16985.19921875,16985.19921875,354600
2021-12-20,16824.25,16840.099609375,16410.19921875,16614.19921875,16614.19921875,330600
2021-12-21,16773.150390625,16936.400390625,16688.25,16770.849609375,16770.849609375,241000
2021-12-22,16865.55078125,16971.0,16819.5,16955.44921875,16955.44921875,207900
2021-12-23,17066.80078125,17118.650390625,17015.55078125,17072.599609375,17072.599609375,197000
2021-12-24,17149.5,17155.599609375,16909.599609375,17003.75,17003.75,182600
2021-12-27,16937.75,17112.05078125,16833.19921875,17086.25,17086.25,144800
2021-12-28,17177.599609375,17250.25,17161.150390625,17233.25,17233.25,176000
2021-12-29,17220.099609375,17285.94921875,17176.650390625,17213.599609375,17213.599609375,161700
2021-12-30,17201.44921875,17264.05078125,17146.349609375,17203.94921875,17203.94921875,320800
2021-12-31,17244.5,17400.80078125,17238.5,17354.05078125,17354.05078125,167000
2022-01-03,17387.150390625,17646.650390625,17383.30078125,17625.69921875,17625.69921875,200500
2022-01-04,17681.400390625,17827.599609375,17593.55078125,17805.25,17805.25,247400
2022-01-05,17820.099609375,17944.69921875,17748.849609375,17925.25,17925.25,251500
2022-01-06,17768.5,17797.94921875,17655.55078125,17745.900390625,17745.900390625,236500
2022-01-07,17797.599609375,17905.0,17704.55078125,17812.69921875,17812.69921875,239300
2022-01-10,17913.30078125,18017.44921875,17879.150390625,18003.30078125,18003.30078125,232400
2022-01-11,17997.75,18081.25,17964.400390625,18055.75,18055.75,220200
2022-01-12,18170.400390625,18227.94921875,18128.80078125,18212.349609375,18212.349609375,245000
2022-01-13,18257.0,18272.25,18163.80078125,18257.80078125,18257.80078125,303700
2022-01-14,18185.0,18286.94921875,18119.650390625,18255.75,18255.75,229500
2022-01-17,18235.650390625,18321.55078125,18228.75,18308.099609375,18308.099609375,266700
2022-01-18,18337.19921875,18350.94921875,18085.900390625,18113.05078125,18113.05078125,227500
2022-01-19,18129.19921875,18129.19921875,17884.900390625,17938.400390625,17938.400390625,276700
2022-01-20,17921.0,17943.69921875,17648.44921875,17757.0,17757.0,258100
2022-01-21,17613.69921875,17707.599609375,17485.849609375,17617.150390625,17617.150390625,277600
2022-01-24,17575.150390625,17599.400390625,16997.849609375,17149.099609375,17149.099609375,323800
2022-01-25,17001.55078125,17309.150390625,16836.80078125,17277.94921875,17277.94921875,326500
2022-01-27,17062.0,17182.5,16866.75,17110.150390625,17110.150390625,395600
2022-01-28,17208.30078125,17373.5,17077.099609375,17101.94921875,17101.94921875,355300
2022-01-31,17301.05078125,17410.0,17264.150390625,17339.849609375,17339.849609375,321700
2022-02-01,17529.44921875,17622.400390625,17244.55078125,17576.849609375,17576.849609375,386400
2022-02-02,17706.19921875,17794.599609375,17674.80078125,17780.0,17780.0,271200
2022-02-03,17767.75,17781.150390625,17511.150390625,17560.19921875,17560.19921875,226600
2022-02-04,17590.19921875,17617.80078125,17462.55078125,17516.30078125,17516.30078125,261400
2022-02-07,17456.30078125,17536.75,17119.400390625,17213.599609375,17213.599609375,265000
2022-02-08,17279.849609375,17306.44921875,17043.650390625,17266.75,17266.75,268500
2022-02-09,17370.099609375,17477.150390625,17339.0,17463.80078125,17463.80078125,236400
2022-02-10,17554.099609375,17639.44921875,17427.150390625,17605.849609375,17605.849609375,273600
2022-02-11,17451.0,17454.75,17303.0,17374.75,17374.75,253100
2022-02-14,17076.150390625,17099.5,16809.650390625,16842.80078125,16842.80078125,305500
2022-02-15,16933.25,17375.0,16839.25,17352.44921875,17352.44921875,298700
2022-02-16,17408.44921875,17490.599609375,17257.69921875,17322.19921875,17322.19921875,244500
2022-02-17,17396.55078125,17442.900390625,17235.849609375,17304.599609375,17304.599609375,232100
2022-02-18,17236.05078125,17380.80078125,17219.19921875,17276.30078125,17276.30078125,189600
2022-02-21,17192.25,17351.05078125,17070.69921875,17206.650390625,17206.650390625,215200
2022-02-22,16847.94921875,17148.55078125,16843.80078125,17092.19921875,17092.19921875,300100
2022-02-23,17194.5,17220.69921875,17027.849609375,17063.25,17063.25,200200
2022-02-24,16548.900390625,16705.25,16203.25,16247.9501953125,16247.9501953125,458000
2022-02-25,16515.650390625,16748.80078125,16478.30078125,16658.400390625,16658.400390625,329800
2022-02-28,16481.599609375,16815.900390625,16356.2998046875,16793.900390625,16793.900390625,404200
2022-03-02,16593.099609375,16678.5,16478.650390625,16605.94921875,16605.94921875,517700
2022-03-03,16723.19921875,16768.94921875,16442.94921875,16498.05078125,16498.05078125,442100
2022-03-04,16339.4501953125,16456.0,16133.7998046875,16245.349609375,16245.349609375,456100
2022-03-07,15867.9501953125,15944.599609375,15711.4501953125,15863.150390625,15863.150390625,585400
2022-03-08,15747.75,16028.75,15671.4501953125,16013.4501953125,16013.4501953125,543600
2022-03-09,16078.0,16418.05078125,15990.0,16345.349609375,16345.349609375,462200
2022-03-10,16757.099609375,16757.30078125,16447.900390625,16594.900390625,16594.900390625,486400
2022-03-11,16528.80078125,16694.400390625,16470.900390625,16630.44921875,16630.44921875,343700
2022-03-14,16633.69921875,16887.94921875,16606.5,16871.30078125,16871.30078125,314700
2022-03-15,16900.650390625,16927.75,16555.0,16663.0,16663.0,381600
2022-03-16,16876.650390625,16987.900390625,16837.849609375,16975.349609375,16975.349609375,260000
2022-03-17,17202.900390625,17344.599609375,17175.75,17287.05078125,17287.05078125,448300
2022-03-21,17329.5,17353.349609375,17096.400390625,17117.599609375,17117.599609375,285500
2022-03-22,17120.400390625,17334.400390625,17006.30078125,17315.5,17315.5,338300
2022-03-23,17405.05078125,17442.400390625,17199.599609375,17245.650390625,17245.650390625,292100
2022-03-24,17094.94921875,17291.75,17091.150390625,17222.75,17222.75,290300
2022-03-25,17289.0,17294.900390625,17076.55078125,17153.0,17153.0,237100
2022-03-28,17181.849609375,17235.099609375,17003.900390625,17222.0,17222.0,253200
2022-03-29,17297.19921875,17343.650390625,17235.69921875,17325.30078125,17325.30078125,235100
2022-03-30,17468.150390625,17522.5,17387.19921875,17498.25,17498.25,505000
2022-03-31,17519.19921875,17559.80078125,17435.19921875,17464.75,17464.75,281100
2022-04-01,17436.900390625,17703.69921875,17422.69921875,17670.44921875,17670.44921875,291800
2022-04-04,17809.099609375,18114.650390625,17791.400390625,18053.400390625,18053.400390625,345500
2022-04-05,18080.599609375,18095.44921875,17921.55078125,17957.400390625,17957.400390625,283500
2022-04-06,17842.75,17901.0,17779.849609375,17807.650390625,17807.650390625,328800
2022-04-07,17723.30078125,17787.5,17623.69921875,17639.55078125,17639.55078125,308800
2022-04-08,17698.150390625,17842.75,17600.55078125,17784.349609375,17784.349609375,274400
2022-04-11,17740.900390625,17779.05078125,17650.94921875,17674.94921875,17674.94921875,251700
2022-04-12,17584.849609375,17595.30078125,17442.349609375,17530.30078125,17530.30078125,266000
2022-04-13,17599.900390625,17663.650390625,17457.400390625,17475.650390625,17475.650390625,245100
2022-04-18,17183.44921875,17237.75,17067.849609375,17173.650390625,17173.650390625,376100
2022-04-19,17258.94921875,17275.650390625,16824.69921875,16958.650390625,16958.650390625,401400
2022-04-20,17045.25,17186.900390625,16978.94921875,17136.55078125,17136.55078125,286100
2022-04-21,17234.599609375,17414.69921875,17215.5,17392.599609375,17392.599609375,285200
2022-04-22,17242.75,17315.30078125,17149.19921875,17171.94921875,17171.94921875,262700
2022-04-25,17009.05078125,17054.30078125,16888.69921875,16953.94921875,16953.94921875,275700
2022-04-26,17121.30078125,17223.849609375,17064.44921875,17200.80078125,17200.80078125,261100
2022-04-27,17073.349609375,17110.69921875,16958.44921875,17038.400390625,17038.400390625,265100
2022-04-28,17189.5,17322.5,17071.05078125,17245.05078125,17245.05078125,312900
2022-04-29,17329.25,17377.650390625,17053.25,17102.55078125,17102.55078125,336200
2022-05-02,16924.44921875,17092.25,16917.25,17069.099609375,17069.099609375,278200
2022-05-04,17096.599609375,17132.849609375,16623.94921875,16677.599609375,16677.599609375,310600
2022-05-05,16854.75,16945.69921875,16651.849609375,16682.650390625,16682.650390625,265800
2022-05-06,16415.55078125,16484.19921875,16340.900390625,16411.25,16411.25,300500
2022-05-09,16227.7001953125,16403.69921875,16142.099609375,16301.849609375,16301.849609375,288400
2022-05-10,16248.900390625,16404.55078125,16197.2998046875,16240.0498046875,16240.0498046875,283100
2022-05-11,16270.0498046875,16318.75,15992.599609375,16167.099609375,16167.099609375,284300
2022-05-12,16021.099609375,16041.9501953125,15735.75,15808.0,15808.0,314900
2022-05-13,15977.0,16083.599609375,15740.849609375,15782.150390625,15782.150390625,369100
2022-05-16,15845.099609375,15977.9501953125,15739.650390625,15842.2998046875,15842.2998046875,217600
2022-05-17,15912.599609375,16284.25,15900.7998046875,16259.2998046875,16259.2998046875,295700
2022-05-18,16318.150390625,16399.80078125,16211.2001953125,16240.2998046875,16240.2998046875,290400
2022-05-19,15917.400390625,15984.75,15775.2001953125,15809.400390625,15809.400390625,313900
2022-05-20,16043.7998046875,16283.0498046875,16003.849609375,16266.150390625,16266.150390625,252400
2022-05-23,16290.9501953125,16414.69921875,16185.75,16214.7001953125,16214.7001953125,293800
2022-05-24,16225.5498046875,16262.7998046875,16078.599609375,16125.150390625,16125.150390625,249800
2022-05-25,16196.349609375,16223.349609375,16006.9501953125,16025.7998046875,16025.7998046875,243300
2022-05-26,16105.0,16204.4501953125,15903.7001953125,16170.150390625,16170.150390625,314300
2022-05-27,16296.599609375,16370.599609375,16221.9501953125,16352.4501953125,16352.4501953125,274100
2022-05-30,16527.900390625,16695.5,16506.150390625,16661.400390625,16661.400390625,251400
2022-05-31,16578.44921875,16690.75,16521.900390625,16584.55078125,16584.55078125,651600
2022-06-01,16594.400390625,16649.19921875,16438.849609375,16522.75,16522.75,249600
2022-06-02,16481.650390625,16646.400390625,16443.05078125,16628.0,16628.0,236000
2022-06-03,16761.650390625,16793.849609375,16567.900390625,16584.30078125,16584.30078125,245500
2022-06-06,16530.69921875,16610.94921875,16444.55078125,16569.55078125,16569.55078125,233600
2022-06-07,16469.599609375,16487.25,16347.099609375,16416.349609375,16416.349609375,233800
2022-06-08,16474.94921875,16514.30078125,16293.349609375,16356.25,16356.25,243500
2022-06-09,16263.849609375,16492.80078125,16243.849609375,16478.099609375,16478.099609375,205000
2022-06-10,16283.9501953125,16324.7001953125,16172.599609375,16201.7998046875,16201.7998046875,189700
2022-06-13,15877.5498046875,15886.150390625,15684.0,15774.400390625,15774.400390625,225500
2022-06-14,15674.25,15858.0,15659.4501953125,15732.099609375,15732.099609375,225400
2022-06-15,15729.25,15783.650390625,15678.900390625,15692.150390625,15692.150390625,183000
2022-06-16,15832.25,15863.150390625,15335.099609375,15360.599609375,15360.599609375,264700
2022-06-17,15272.650390625,15400.400390625,15183.400390625,15293.5,15293.5,342600
2022-06-20,15334.5,15382.5,15191.099609375,15350.150390625,15350.150390625,260000
2022-06-21,15455.9501953125,15707.25,15419.849609375,15638.7998046875,15638.7998046875,262800
2022-06-22,15545.650390625,15565.400390625,15385.9501953125,15413.2998046875,15413.2998046875,220900
2022-06-23,15451.5498046875,15628.4501953125,15367.5,15556.650390625,15556.650390625,259200
2022-06-24,15657.400390625,15749.25,15619.4501953125,15699.25,15699.25,219600
2022-06-27,15926.2001953125,15927.4501953125,15815.5,15832.0498046875,15832.0498046875,210900
2022-06-28,15757.4501953125,15892.099609375,15710.150390625,15850.2001953125,15850.2001953125,251900
2022-06-29,15701.7001953125,15861.599609375,15687.7998046875,15799.099609375,15799.099609375,444900
2022-06-30,15774.5,15890.0,15728.849609375,15780.25,15780.25,306000
2022-07-01,15703.7001953125,15793.9501953125,15511.0498046875,15752.0498046875,15752.0498046875,364100
2022-07-04,15710.5,15852.349609375,15661.7998046875,15835.349609375,15835.349609375,304300
2022-07-05,15909.150390625,16025.75,15785.4501953125,15810.849609375,15810.849609375,254200
2022-07-06,15818.2001953125,16011.349609375,15800.900390625,15989.7998046875,15989.7998046875,288400
2022-07-07,16113.75,16150.5,16045.9501953125,16132.900390625,16132.900390625,264600
2022-07-08,16273.650390625,16275.5,16157.900390625,16220.599609375,16220.599609375,281100
2022-07-11,16136.150390625,16248.5498046875,16115.5,16216.0,16216.0,255900
2022-07-12,16126.2001953125,16158.75,16031.150390625,16058.2998046875,16058.2998046875,208600
2022-07-13,16128.2001953125,16140.0,15950.150390625,15966.650390625,15966.650390625,233300
2022-07-14,16018.849609375,16070.849609375,15858.2001953125,15938.650390625,15938.650390625,228600
2022-07-15,16010.7998046875,16066.9501953125,15927.2998046875,16049.2001953125,16049.2001953125,205800
2022-07-18,16151.400390625,16287.9501953125,16142.2001953125,16278.5,16278.5,227700
2022-07-19,16187.0498046875,16359.5,16187.0498046875,16340.5498046875,16340.5498046875,222600
2022-07-20,16562.80078125,16588.0,16490.94921875,16520.849609375,16520.849609375,284400
2022-07-21,16523.55078125,16626.94921875,16483.900390625,16605.25,16605.25,243600
2022-07-22,16661.25,16752.25,16610.900390625,16719.44921875,16719.44921875,190900
2022-07-25,16662.55078125,16706.05078125,16564.25,16631.0,16631.0,211400
2022-07-26,16632.900390625,16636.099609375,16463.30078125,16483.849609375,16483.849609375,208200
2022-07-27,16475.349609375,16653.44921875,16438.75,16641.80078125,16641.80078125,185200
2022-07-28,16774.849609375,16947.650390625,16746.25,16929.599609375,16929.599609375,376300
2022-07-29,17079.5,17172.80078125,17018.150390625,17158.25,17158.25,436100
2022-08-01,17243.19921875,17356.25,17154.80078125,17340.05078125,17340.05078125,381500
2022-08-02,17310.150390625,17390.150390625,17215.849609375,17345.44921875,17345.44921875,333600
2022-08-03,17349.25,17407.5,17225.849609375,17388.150390625,17388.150390625,285400
2022-08-04,17463.099609375,17490.69921875,17161.25,17382.0,17382.0,325000
2022-08-05,17423.650390625,17474.400390625,17348.75,17397.5,17397.5,355300
2022-08-08,17401.5,17548.80078125,17359.75,17525.099609375,17525.099609375,257000
2022-08-10,17566.099609375,17566.099609375,17442.80078125,17534.75,17534.75,312700
2022-08-11,17711.650390625,17719.30078125,17631.94921875,17659.0,17659.0,311200
2022-08-12,17659.650390625,17724.650390625,17597.849609375,17698.150390625,17698.150390625,303900
2022-08-16,17797.19921875,17839.099609375,17764.05078125,17825.25,17825.25,0
2022-08-17,17868.150390625,17965.94921875,17833.349609375,17944.25,17944.25,262800
2022-08-18,17898.650390625,17968.44921875,17852.05078125,17956.5,17956.5,263900
2022-08-19,17966.55078125,17992.19921875,17710.75,17758.44921875,17758.44921875,295600
2022-08-22,17682.900390625,17690.05078125,17467.349609375,17490.69921875,17490.69921875,287600
2022-08-23,17357.349609375,17625.55078125,17345.19921875,17577.5,17577.5,285600
2022-08-24,17525.44921875,17623.650390625,17499.25,17604.94921875,17604.94921875,262000
2022-08-25,17679.0,17726.5,17487.44921875,17522.44921875,17522.44921875,230200
2022-08-26,17619.30078125,17685.849609375,17519.349609375,17558.900390625,17558.900390625,266600
2022-08-29,17188.650390625,17380.150390625,17166.19921875,17312.900390625,17312.900390625,244900
2022-08-30,17414.94921875,17777.650390625,17401.5,17759.30078125,17759.30078125,324700
2022-09-01,17485.69921875,17695.599609375,17468.44921875,17542.80078125,17542.80078125,308500
2022-09-02,17598.400390625,17643.849609375,17476.44921875,17539.44921875,17539.44921875,256300
2022-09-05,17546.44921875,17683.150390625,17540.349609375,17665.80078125,17665.80078125,230300
2022-09-06,17695.69921875,17764.650390625,17587.650390625,17655.599609375,17655.599609375,251200
2022-09-07,17519.400390625,17650.75,17484.30078125,17624.400390625,17624.400390625,354100
2022-09-08,17748.150390625,17807.650390625,17691.94921875,17798.75,17798.75,279800
2022-09-09,17923.349609375,17925.94921875,17786.0,17833.349609375,17833.349609375,270300
2022-09-12,17890.849609375,17980.55078125,17889.150390625,17936.349609375,17936.349609375,228200
2022-09-13,18044.44921875,18088.30078125,18015.44921875,18070.05078125,18070.05078125,259900
2022-09-14,17771.150390625,18091.55078125,17771.150390625,18003.75,18003.75,365900
2022-09-15,18046.349609375,18096.150390625,17861.5,17877.400390625,17877.400390625,289600
2022-09-16,17796.80078125,17820.05078125,17497.25,17530.849609375,17530.849609375,468500
2022-09-19,17540.650390625,17667.19921875,17429.69921875,17622.25,17622.25,258300
2022-09-20,17770.400390625,17919.30078125,17744.400390625,17816.25,17816.25,263100
2022-09-21,17766.349609375,17838.69921875,17663.599609375,17718.349609375,17718.349609375,245500
2022-09-22,17609.650390625,17722.75,17532.44921875,17629.80078125,17629.80078125,284100
2022-09-23,17593.849609375,17642.150390625,17291.650390625,17327.349609375,17327.349609375,390800
2022-09-26,17156.30078125,17196.400390625,16978.30078125,17016.30078125,17016.30078125,492000
2022-09-27,17110.900390625,17176.44921875,16942.349609375,17007.400390625,17007.400390625,359900
2022-09-28,16870.55078125,17037.599609375,16820.400390625,16858.599609375,16858.599609375,323900
2022-09-29,16993.599609375,17026.05078125,16788.599609375,16818.099609375,16818.099609375,340000
2022-09-30,16798.05078125,17187.099609375,16747.69921875,17094.349609375,17094.349609375,376100
2022-10-03,17102.099609375,17114.650390625,16855.55078125,16887.349609375,16887.349609375,278400
2022-10-04,17147.44921875,17287.30078125,17117.30078125,17274.30078125,17274.30078125,226000
2022-10-06,17379.25,17428.80078125,17315.650390625,17331.80078125,17331.80078125,265500
2022-10-07,17287.19921875,17337.349609375,17216.94921875,17314.650390625,17314.650390625,216300
2022-10-10,17094.349609375,17280.150390625,17064.69921875,17241.0,17241.0,234000
2022-10-11,17256.05078125,17261.80078125,16950.30078125,16983.55078125,16983.55078125,282600
2022-10-12,17025.55078125,17142.349609375,16960.05078125,17123.599609375,17123.599609375,256000
2022-10-13,17087.349609375,17112.349609375,16956.94921875,17014.349609375,17014.349609375,266400
2022-10-14,17322.30078125,17348.55078125,17169.75,17185.69921875,17185.69921875,227000
2022-10-17,17144.80078125,17328.55078125,17098.55078125,17311.80078125,17311.80078125,212200
2022-10-18,17438.75,17527.80078125,17434.05078125,17486.94921875,17486.94921875,239500
2022-10-19,17568.150390625,17607.599609375,17472.849609375,17512.25,17512.25,210500
2022-10-20,17423.099609375,17584.150390625,17421.0,17563.94921875,17563.94921875,249600
2022-10-21,17622.849609375,17670.150390625,17520.75,17576.30078125,17576.30078125,277700
2022-10-24,17736.349609375,17777.55078125,17707.400390625,17730.75,17730.75,45000
2022-10-25,17808.30078125,17811.5,17637.0,17656.349609375,17656.349609375,251400
2022-10-27,17771.400390625,17783.900390625,17654.5,17736.94921875,17736.94921875,324600
2022-10-28,17756.400390625,17838.900390625,17723.69921875,17786.80078125,17786.80078125,250000
2022-10-31,17910.19921875,18022.80078125,17899.900390625,18012.19921875,18012.19921875,227200
2022-11-01,18130.69921875,18175.80078125,18060.150390625,18145.400390625,18145.400390625,349900
2022-11-02,18177.900390625,18178.75,18048.650390625,18082.849609375,18082.849609375,270900
2022-11-03,17968.349609375,18106.30078125,17959.19921875,18052.69921875,18052.69921875,213000
2022-11-04,18053.400390625,18135.099609375,18017.150390625,18117.150390625,18117.150390625,267900
2022-11-07,18211.75,18255.5,18064.75,18202.80078125,18202.80078125,314800
2022-11-09,18288.25,18296.400390625,18117.5,18157.0,18157.0,307200
2022-11-10,18044.349609375,18103.099609375,17969.400390625,18028.19921875,18028.19921875,256500
2022-11-11,18272.349609375,18362.30078125,18259.349609375,18349.69921875,18349.69921875,378500
2022-11-14,18376.400390625,18399.44921875,18311.400390625,18329.150390625,18329.150390625,301400
2022-11-15,18362.75,18427.94921875,18282.0,18403.400390625,18403.400390625,250900
2022-11-16,18398.25,18442.150390625,18344.150390625,18409.650390625,18409.650390625,219300
2022-11-17,18358.69921875,18417.599609375,18312.94921875,18343.900390625,18343.900390625,200500
2022-11-18,18382.94921875,18394.599609375,18209.80078125,18307.650390625,18307.650390625,198800
2022-11-21,18246.400390625,18262.30078125,18133.349609375,18159.94921875,18159.94921875,213800
2022-11-22,18179.150390625,18261.849609375,18137.69921875,18244.19921875,18244.19921875,177700
2022-11-23,18325.19921875,18325.400390625,18246.0,18267.25,18267.25,178800
2022-11-24,18326.099609375,18529.69921875,18294.25,18484.099609375,18484.099609375,204000
2022-11-25,18528.44921875,18534.900390625,18445.099609375,18512.75,18512.75,205900
2022-11-28,18430.55078125,18614.25,18365.599609375,18562.75,18562.75,206500
2022-11-29,18552.44921875,18678.099609375,18552.150390625,18618.05078125,18618.05078125,195300
2022-11-30,18625.69921875,18816.05078125,18616.55078125,18758.349609375,18758.349609375,345600
2022-12-01,18871.94921875,18887.599609375,18778.19921875,18812.5,18812.5,325000
2022-12-02,18752.400390625,18781.94921875,18639.19921875,18696.099609375,18696.099609375,254400
2022-12-05,18719.55078125,18728.599609375,18591.349609375,18701.05078125,18701.05078125,288400
2022-12-06,18600.650390625,18654.900390625,18577.900390625,18642.75,18642.75,217800
2022-12-07,18638.849609375,18668.30078125,18528.400390625,18560.5,18560.5,200500
2022-12-08,18570.849609375,18625.0,18536.94921875,18609.349609375,18609.349609375,202800
2022-12-09,18662.400390625,18664.69921875,18410.099609375,18496.599609375,18496.599609375,215800
2022-12-12,18402.150390625,18521.55078125,18345.69921875,18497.150390625,18497.150390625,193900
2022-12-13,18524.400390625,18617.25,18490.19921875,18608.0,18608.0,187600
2022-12-14,18671.25,18696.099609375,18632.900390625,18660.30078125,18660.30078125,208000
2022-12-15,18614.400390625,18652.900390625,18387.69921875,18414.900390625,18414.900390625,183100
2022-12-16,18319.099609375,18440.94921875,18255.150390625,18269.0,18269.0,277700
2022-12-19,18288.099609375,18431.650390625,18244.55078125,18420.44921875,18420.44921875,154800
2022-12-20,18340.30078125,18404.900390625,18202.650390625,18385.30078125,18385.30078125,169000
2022-12-21,18435.150390625,18473.349609375,18162.75,18199.099609375,18199.099609375,187600
2022-12-22,18288.80078125,18318.75,18068.599609375,18127.349609375,18127.349609375,195700
2022-12-23,17977.650390625,18050.44921875,17779.5,17806.80078125,17806.80078125,221500
2022-12-26,17830.400390625,18084.099609375,17774.25,18014.599609375,18014.599609375,176700
2022-12-27,18089.80078125,18149.25,17967.44921875,18132.30078125,18132.30078125,214300
2022-12-28,18084.75,18173.099609375,18068.349609375,18122.5,18122.5,193900
2022-12-29,18045.69921875,18229.69921875,17992.80078125,18191.0,18191.0,281100
2022-12-30,18259.099609375,18265.25,18080.30078125,18105.30078125,18105.30078125,192000
